YEAR;MO;DY;HR;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
2023;3;16;17;0.6;728.2;772.0;-1.0;27;0;4;;10.0;0;0;;;;;0.0;0.0;0.0;0.0;0.0;50.0;-16.5;;;;;;
2023;3;16;20;-2.5;728.0;772.3;-0.2;35;0;2;;;0;0;;;;1.9;;;;;;50.0;-16.0;0.0;12.0;;;;
2023;3;16;23;-7.3;727.6;772.6;-0.4;52;0;3;;;0;0;;;;;;;;;;;-15.5;;;;;;
2023;3;17;2;-9.1;726.7;772.0;-0.9;59;0;3;;;0;0;;;;;;;;;;;-15.7;;;;;;
2023;3;17;5;-10.4;726.1;771.5;-0.6;63;0;3;;;0;0;;;;;;;;;;;-16.1;;;;;;
2023;3;17;8;-11.6;726.7;772.4;0.6;73;0;2;;;0;0;;;-11.9;;;;;;;50.0;-15.5;0.0;12.0;;;0.0;39.0
2023;3;17;11;-3.7;726.9;771.2;0.2;43;0;1;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;50.0;-14.7;;;;;;
2023;3;17;14;3.2;725.8;769.0;-1.1;31;0;2;;;0;0;;;;;;;;;;50.0;-12.6;;;;;;
2023;3;17;17;3.6;725.2;768.1;-0.6;28;0;1;;;0;0;;;;;;;;;;50.0;-13.5;;;;;;
2023;3;17;20;-1.1;725.2;769.0;0.0;46;0;0;;;0;0;;;;4.6;;;;;;50.0;-11.5;0.0;12.0;;;;
2023;3;17;23;-3.9;725.5;769.8;0.3;55;0;1;;;0;0;;;;;;;;;;;-11.7;;;;;;
2023;3;18;2;-7.1;725.0;769.8;-0.5;69;0;0;;;0;0;;;;;;;;;;;-11.8;;;;;;
2023;3;18;5;-9.4;724.7;769.9;-0.3;74;0;1;;;0;0;;;;;;;;;;;-13.2;;;;;;
2023;3;18;8;-11.2;725.2;770.8;0.5;74;0;1;;;0;0;;;-11.3;;;;;;;50.0;-15.0;0.0;12.0;;;0.0;37.0
2023;3;18;11;-2.5;725.1;769.1;-0.1;50;0;1;;;0;0;;;;;;;;;;50.0;-11.6;;;;;;
2023;3;18;14;7.3;723.2;765.6;-1.9;27;0;1;;;0;0;;;;;;;;;;50.0;-10.4;;;;;;
2023;3;18;17;7.8;721.0;763.0;-2.2;18;0;1;;;0;0;;;;;;;;;;50.0;-15.0;;;;;;
2023;3;18;20;2.3;720.0;762.9;-1.0;30;0;1;;;0;0;;;;9.6;0.0;0.0;0.0;0.0;0.0;50.0;-13.5;0.0;12.0;;;;
2023;3;18;23;-1.0;719.1;762.4;-0.9;44;0;2;;;0;0;;;;;;;;;;;-11.9;;;;;;
2023;3;19;2;-4.5;718.1;762.1;-1.0;54;0;1;;;0;0;;;;;;;;;;;-12.5;;;;;;
2023;3;19;5;-8.2;717.4;761.9;-0.7;73;0;1;;;0;0;;;;;;;;;;;-12.3;;;;;;
2023;3;19;8;-8.1;717.1;761.5;-0.3;68;0;0;;;0;0;;;-8.4;;;;;;;50.0;-13.0;0.0;12.0;;;0.0;35.0
2023;3;19;11;1.9;716.1;758.8;-1.0;31;0;1;;;0;0;;;;;;;;;;50.0;-13.6;;;;;;
2023;3;19;14;10.9;713.8;755.1;-2.3;20;0;1;;;0;0;;;;;;;;;;50.0;-11.4;;;;;;
2023;3;19;17;10.5;711.6;752.7;-2.2;19;0;1;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;50.0;-12.3;;;;;;
2023;3;19;20;3.7;710.7;752.8;-0.9;32;0;0;;;0;0;;;;11.2;0.0;0.0;0.0;0.0;0.0;50.0;-11.8;0.0;12.0;;;;
2023;3;19;23;-0.8;710.2;753.0;-0.5;51;0;1;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;;-9.9;;;;;;
2023;3;20;2;-2.4;709.5;752.5;-0.7;49;0;2;;;0;0;;;;;;;;;;;-11.8;;;;;;
2023;3;20;5;-4.1;709.0;752.3;-0.5;53;0;2;;;0;0;;;;;;;;;;;-12.3;;;;;;
2023;3;20;8;-5.0;709.5;752.9;0.5;56;0;1;;;0;0;;;-5.5;;0.0;0.0;0.0;0.0;0.0;50.0;-12.5;0.0;12.0;;;0.0;33.0
2023;3;20;11;1.0;711.1;753.7;1.6;44;0;4;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;20.0;-10.1;;;;;;
2023;3;20;14;2.1;713.2;755.8;2.1;55;0;6;13.0;;0;0;;;;;0.0;0.0;0.0;;;50.0;-6.0;;;;;;
2023;3;20;17;-1.6;715.6;758.8;2.4;71;0;3;;13.0;0;0;0.0;0.0;;;0.0;0.0;0.0;;;2.0;-6.3;;;;;;
2023;3;20;20;-4.5;718.8;762.7;3.2;73;0;5;14.0;16.0;0;0;0.0;0.0;;3.2;0.0;0.0;0.0;;;10.0;-8.6;0.0;12.0;;;;
2023;3;20;23;-7.8;721.9;766.6;3.1;74;0;6;13.0;14.0;0;0;0.0;0.0;;;0.0;0.0;0.0;;;;-11.7;;;;;;
2023;3;21;2;-9.1;724.1;769.2;2.2;50;0;5;12.0;16.0;0;0;0.0;0.0;;;0.0;0.0;0.0;;;;-17.8;;;;;;
2023;3;21;5;-11.6;725.5;771.1;1.4;55;0;5;11.0;14.0;0;0;;;;;0.0;0.0;0.0;0.0;0.0;;-18.9;;;;;;
2023;3;21;8;-13.1;727.3;773.3;1.8;63;0;4;;13.0;0;0;;;-13.1;;0.0;0.0;0.0;0.0;0.0;50.0;-18.8;0.0;12.0;;;0.0;32.0
2023;3;21;11;-11.4;728.2;773.9;0.9;58;0;5;;13.0;0;0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;10.0;-18.1;;;;;;
2023;3;21;14;-10.4;727.5;773.0;-0.7;43;0;6;12.0;13.0;0;0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;20.0;-20.7;;;;;;
2023;3;21;17;-9.8;727.4;772.9;-0.1;41;0;4;;14.0;0;0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;50.0;-20.8;;;;;;
2023;3;21;20;-11.5;728.1;773.9;0.7;45;0;3;;12.0;0;0;0.0;0.0;;-9.5;0.0;0.0;0.0;0.0;0.0;20.0;-21.1;0.0;12.0;;;;
2023;3;21;23;-12.8;728.8;774.8;0.7;57;0;2;;;0;0;;;;;;;;;;;-19.6;;;;;;
2023;3;22;2;-15.1;728.9;775.4;0.1;57;0;2;;;0;0;;;;;;;;;;;-21.8;;;;;;
2023;3;22;5;-16.3;729.4;776.1;0.5;58;0;3;;;0;0;;;;;;;;;;;-22.8;;;;;;
2023;3;22;8;-17.7;730.3;777.4;0.9;60;0;1;;;0;0;;;-17.7;;0.0;0.0;0.0;0.0;0.0;50.0;-23.6;0.0;12.0;;;0.0;32.0
2023;3;22;11;-11.8;731.2;777.2;0.9;40;0;2;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;50.0;-22.7;;;;;;
2023;3;22;14;-8.7;730.3;775.7;-0.9;32;0;4;;13.0;0;0;;;;;0.0;0.0;0.0;0.0;0.0;50.0;-22.4;;;;;;
2023;3;22;17;-8.7;730.3;775.7;0.0;34;0;3;;12.0;0;0;;;;;0.0;0.0;0.0;0.0;0.0;50.0;-21.9;;;;;;
2023;3;22;20;-9.6;731.0;776.6;0.7;39;0;2;;10.0;0;0;;;;-7.6;0.0;0.0;0.0;0.0;0.0;50.0;-21.2;0.0;12.0;;;;
2023;3;22;23;-10.2;731.2;776.9;0.2;40;0;2;;;0;0;;;;;;;;;;;-21.4;;;;;;
2023;3;23;2;-10.5;731.2;777.0;0.0;38;0;2;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;;-22.3;;;;;;
2023;3;23;5;-11.4;731.3;777.3;0.1;40;0;0;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;;-22.4;;;;;;
2023;3;23;8;-11.1;731.9;777.9;0.6;39;0;1;;;0;0;;;-11.6;;0.0;0.0;0.0;;;50.0;-22.4;0.0;12.0;;;0.0;32.0
2023;3;23;11;-8.6;732.4;777.9;0.5;34;0;1;;;0;0;;;;;0.0;0.0;0.0;0.0;;50.0;-21.7;;;;;;
2023;3;23;14;-5.3;731.3;776.2;-1.1;26;0;1;;;0;0;;;;;0.0;0.0;0.0;0.0;;20.0;-21.9;;;;;;
2023;3;23;17;-4.8;730.3;775.0;-1.0;24;0;2;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;50.0;-22.6;;;;;;
2023;3;23;20;-6.3;729.8;774.7;-0.5;25;0;1;;;0;0;;;;-4.1;0.0;0.0;0.0;0.0;0.0;50.0;-23.1;0.0;12.0;;;;
2023;3;23;23;-8.3;729.2;774.5;-0.6;34;0;1;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;;-21.4;;;;;;
2023;3;24;2;-12.0;728.0;773.9;-1.2;52;0;1;;;0;0;;;;;;;;;;;-20.0;;;;;;
2023;3;24;5;-13.0;726.7;772.6;-1.3;53;0;2;;;0;0;;;;;;;;;;;-20.7;;;;;;
2023;3;24;8;-14.0;726.0;772.1;-0.7;54;0;2;;;0;0;;;-14.2;;0.0;0.0;0.0;0.0;0.0;50.0;-21.3;0.0;12.0;;;0.0;32.0
2023;3;24;11;-5.1;725.3;769.8;-0.7;34;0;3;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;50.0;-18.6;;;;;;
2023;3;24;14;-0.3;724.3;767.9;-1.0;25;0;3;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;50.0;-17.9;;;;;;
2023;3;24;17;0.3;723.3;766.7;-1.0;26;0;3;;;0;0;;;;;;;;;;50.0;-17.2;;;;;;
2023;3;24;20;-3.4;723.9;768.0;0.6;43;0;2;;;0;0;;;;0.8;0.0;0.0;0.0;0.0;0.0;50.0;-14.4;0.0;12.0;;;;
2023;3;24;23;-6.6;724.0;768.7;0.1;54;0;1;;;0;0;;;;;;;;;;;-14.4;;;;;;
2023;3;25;2;-9.1;724.2;769.3;0.2;68;0;3;;;0;0;;;;;;;;;;;-13.9;;;;;;
2023;3;25;5;-11.0;723.7;769.1;-0.5;75;0;3;;;0;0;;;;;;;;;;;-14.6;;;;;;
2023;3;25;8;-11.7;724.2;769.8;0.5;74;0;3;;;0;0;;;-11.9;;0.0;0.0;0.0;0.0;0.0;50.0;-15.5;0.0;12.0;;;0.0;32.0
2023;3;25;11;-3.7;724.3;768.4;0.1;42;0;3;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;50.0;-14.9;;;;;;
2023;3;25;14;4.2;722.6;765.4;-1.7;25;0;1;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;50.0;-14.4;;;;;;
2023;3;25;17;4.9;721.6;764.2;-1.0;24;0;1;;;0;0;;;;;0.0;0.0;0.0;0.0;;50.0;-13.9;;;;;;
2023;3;25;20;1.5;721.3;764.5;-0.3;32;0;1;;;0;0;;;;5.3;0.0;0.0;0.0;0.0;0.0;50.0;-13.7;0.0;12.0;;;;
2023;3;25;23;-1.2;721.6;765.1;0.3;55;0;1;;;0;0;;;;;0.0;0.0;0.0;0.0;;;-9.3;;;;;;
2023;3;26;2;-2.1;721.3;765.0;-0.3;52;0;1;;;0;0;;;;;0.0;0.0;0.0;0.0;;;-10.8;;;;;;
2023;3;26;5;-2.0;721.5;765.1;0.2;47;0;1;;;0;0;;;;;0.0;0.0;0.0;;;;-12.0;;;;;;
2023;3;26;8;-2.0;722.5;766.3;1.0;51;0;1;;;0;0;;;-2.6;;0.0;0.0;0.0;;;50.0;-11.0;0.0;12.0;;;0.0;29.0
2023;3;26;11;3.1;722.6;765.5;0.1;34;0;1;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;50.0;-11.4;;;;;;
2023;3;26;14;8.7;721.3;763.3;-1.3;23;0;1;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;50.0;-11.3;;;;;;
2023;3;26;17;9.4;719.8;761.7;-1.5;20;0;1;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;50.0;-12.7;;;;;;
2023;3;26;20;5.3;719.9;762.4;0.1;32;0;1;;;0;0;;;;10.2;0.0;0.0;0.0;0.0;0.0;50.0;-10.3;0.0;12.0;;;;
2023;3;26;23;2.5;720.2;763.1;0.3;41;0;0;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;;-9.4;;;;;;
2023;3;27;2;0.2;719.8;763.1;-0.4;54;0;0;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;;-8.1;;;;;;
2023;3;27;5;-1.8;719.5;763.0;-0.3;64;0;1;;;0;0;;;;;;;;;;;-7.8;;;;;;
2023;3;27;8;-2.0;720.2;763.9;0.7;62;0;1;;;0;0;;;-3.3;;0.0;0.0;0.0;0.0;0.0;50.0;-8.3;0.0;12.0;;;0.0;25.0
2023;3;27;11;5.2;720.4;762.9;0.2;39;0;1;;;0;0;;;;;0.0;0.0;0.0;0.0;;50.0;-7.7;;;;;;
2023;3;27;14;10.7;718.8;760.3;-1.6;25;0;2;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;50.0;-8.8;;;;;;
2023;3;27;17;12.7;717.3;758.5;-1.5;20;0;2;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;50.0;-9.9;;;;;;
2023;3;27;20;8.0;716.9;758.8;-0.4;29;0;2;;;0;0;;;;12.8;0.0;0.0;0.0;0.0;0.0;50.0;-9.1;0.0;12.0;;;;
2023;3;27;23;3.9;717.2;759.7;0.3;44;0;2;;;0;0;;;;;;;;;;;-7.5;;;;;;
2023;3;28;2;1.4;717.7;760.6;0.5;54;0;1;;;0;0;;;;;;;;;;;-7.1;;;;;;
2023;3;28;5;-1.5;719.2;762.7;1.5;71;0;1;;;0;0;;;;;;;;;;;-6.2;;;;;;
2023;3;28;8;-0.5;720.4;763.9;1.2;66;0;1;;;0;0;;;-2.7;;0.0;0.0;0.0;0.0;0.0;50.0;-6.2;0.0;12.0;;;0.0;19.0
2023;3;28;11;8.9;720.5;762.4;0.1;33;0;1;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;50.0;-6.5;;;;;;
2023;3;28;14;14.3;719.3;760.3;-1.2;21;0;1;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;50.0;-7.6;;;;;;
2023;3;28;17;13.7;718.8;759.9;-0.5;19;0;2;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;50.0;-9.7;;;;;;
2023;3;28;20;8.3;720.4;762.4;1.6;38;0;1;;;0;0;;;;14.9;0.0;0.0;0.0;0.0;0.0;50.0;-5.4;0.0;12.0;;;;
2023;3;28;23;4.0;721.5;764.2;1.1;53;0;0;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;;-4.8;;;;;;
2023;3;29;2;0.5;721.7;765.0;0.2;73;0;1;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;;-3.9;;;;;;
2023;3;29;5;-0.6;722.0;765.5;0.3;76;0;1;;;0;0;;;;;;;;;;;-4.3;;;;;;
2023;3;29;8;0.1;722.5;766.0;0.5;73;0;1;;;0;0;;;-1.3;;0.0;0.0;0.0;;;50.0;-4.3;0.0;12.0;;;0.0;16.0
2023;3;29;11;7.6;722.4;764.5;-0.1;48;0;0;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;50.0;-2.8;;;;;;
2023;3;29;14;12.7;720.7;762.0;-1.7;29;0;0;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;50.0;-4.9;;;;;;
2023;3;29;17;15.1;719.5;760.5;-1.2;25;0;1;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;50.0;-5.0;;;;;;
2023;3;29;20;10.3;718.9;760.5;-0.6;34;0;1;;;0;0;;;;15.3;0.0;0.0;0.0;0.0;0.0;50.0;-5.0;0.0;12.0;;;;
2023;3;29;23;5.9;718.3;760.4;-0.6;48;0;3;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;;-4.4;;;;;;
2023;3;30;2;3.2;716.3;758.8;-2.0;57;0;4;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;;-4.5;;;;;;
2023;3;30;5;3.0;714.4;756.8;-1.9;57;0;4;;;0;0;;;;;;;;;;;-4.7;;;;;;
2023;3;30;8;2.5;713.7;756.1;-0.7;59;0;3;;;0;0;;;1.6;;0.0;0.0;0.0;0.0;0.0;50.0;-4.7;0.0;12.0;;;0.0;12.0
2023;3;30;11;12.5;712.3;753.1;-1.4;28;0;2;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;50.0;-5.7;;;;;;
2023;3;30;14;19.3;709.9;749.8;-2.4;14;0;2;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;50.0;-8.5;;;;;;
2023;3;30;17;20.9;707.8;747.2;-2.1;10;0;2;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;50.0;-12.2;;;;;;
2023;3;30;20;13.3;706.6;747.1;-1.2;20;0;3;;;0;0;;;;21.1;0.0;0.0;0.0;0.0;0.0;50.0;-9.0;0.0;12.0;;;;
2023;3;30;23;7.6;705.1;746.3;-1.5;34;0;3;;10.0;0;0;;;;;0.0;0.0;0.0;0.0;0.0;;-7.3;;;;;;
2023;3;31;2;7.2;703.8;745.0;-1.3;33;0;2;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;;-8.0;;;;;;
2023;3;31;5;4.5;709.3;751.1;5.5;62;0;6;15.0;17.0;0;0;;;;;0.0;0.0;0.0;0.0;0.0;;-2.3;;;;;;
2023;3;31;8;-1.9;714.4;757.7;5.1;84;0;4;12.0;17.0;0;0;0.0;0.0;-1.9;;0.0;0.0;0.0;;;1.0;-4.2;0.0;12.0;;;0.0;5.0
2023;3;31;11;-3.6;717.9;761.6;3.5;86;0;5;13.0;17.0;0;0;0.0;0.0;-3.9;;0.0;0.0;0.0;;;0.5;-5.7;;;;;;
2023;3;31;14;-3.1;720.2;764.1;2.3;66;0;5;14.0;14.0;0;0;0.0;0.0;;;0.0;0.0;0.0;;;2.0;-8.6;;;;;;
2023;3;31;17;-3.2;721.9;765.8;1.7;51;0;4;10.0;14.0;0;0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;20.0;-12.0;;;;;;
2023;3;31;20;-4.1;723.9;768.1;2.0;43;0;3;;11.0;0;0;0.0;0.0;;-1.9;0.0;0.0;0.0;0.0;0.0;50.0;-15.0;0.0;12.0;;;;
2023;3;31;23;-5.5;725.8;770.4;1.9;43;0;2;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;;-16.2;;;;;;
2023;4;1;2;-6.7;727.2;772.0;1.4;49;0;2;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;;-15.8;;;;;;
2023;4;1;5;-8.6;728.5;773.8;1.3;56;0;2;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;;-15.8;;;;;;
2023;4;1;8;-9.5;730.3;775.8;1.8;59;0;3;;;0;0;;;-10.1;;0.0;0.0;0.0;0.0;0.0;50.0;-16.2;0.0;12.0;;;0.0;5.0
2023;4;1;11;-6.5;731.2;776.3;0.9;44;0;4;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;50.0;-16.9;;;;;;
2023;4;1;14;-4.2;731.2;775.9;0.0;36;0;3;;;0;0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;50.0;-17.3;;;;;;
2023;4;1;17;-4.4;731.2;775.9;0.0;29;0;3;;;0;0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;50.0;-20.0;;;;;;
2023;4;1;20;-6.0;733.0;778.0;1.8;30;0;3;;;0;0;0.0;0.0;;-3.9;0.0;0.0;0.0;0.0;0.0;50.0;-20.9;0.0;12.0;;;;
2023;4;1;23;-7.7;734.6;780.1;1.6;47;0;2;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;;-17.1;;;;;;
2023;4;2;2;-9.4;735.3;781.1;0.7;61;0;2;;;0;0;;;;;;;;;;;-15.6;;;;;;
2023;4;2;5;-11.0;735.4;781.6;0.1;69;0;1;;;0;0;;;;;;;;;;;-15.7;;;;;;
2023;4;2;8;-11.2;736.1;782.3;0.7;70;0;2;;;0;0;;;-11.9;;0.0;0.0;0.0;0.0;0.0;50.0;-15.6;0.0;12.0;;;0.0;4.0
2023;4;2;11;-6.4;736.2;781.6;0.1;46;0;3;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;50.0;-16.3;;;;;;
2023;4;2;14;-5.0;735.1;780.1;-1.1;31;0;4;10.0;10.0;0;0;;;;;0.0;0.0;0.0;0.0;0.0;50.0;-19.7;;;;;;
2023;4;2;17;-4.6;734.3;779.2;-0.8;27;0;3;;11.0;0;0;;;;;0.0;0.0;0.0;0.0;0.0;50.0;-20.9;;;;;;
2023;4;2;20;-6.4;734.6;779.9;0.3;40;0;2;;11.0;0;0;;;;-3.6;0.0;0.0;0.0;0.0;0.0;50.0;-17.9;0.0;12.0;;;;
2023;4;2;23;-8.3;735.1;780.7;0.5;57;0;2;;;0;0;;;;;;;;;;;-15.3;;;;;;
2023;4;3;2;-9.9;734.8;780.7;-0.3;60;0;1;;;0;0;;;;;;;;;;;-16.3;;;;;;
2023;4;3;5;-14.4;734.8;781.5;0.0;72;0;1;;;0;0;;;;;;;;;;;-18.4;;;;;;
2023;4;3;8;-13.4;735.2;781.8;0.4;75;0;2;;;0;0;;;-15.2;;;;;;;20.0;-17.0;0.0;12.0;;;0.0;3.0
2023;4;3;11;-5.0;734.5;779.5;-0.7;41;0;1;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;50.0;-16.2;;;;;;
2023;4;3;14;-1.9;732.7;777.1;-1.8;22;0;2;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;50.0;-21.1;;;;;;
2023;4;3;17;0.1;730.5;774.4;-2.2;18;0;1;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;50.0;-21.8;;;;;;
2023;4;3;20;-2.2;730.1;774.4;-0.4;25;0;1;;;0;0;;;;0.1;0.0;0.0;0.0;0.0;0.0;50.0;-19.8;0.0;12.0;;;;
2023;4;3;23;-4.9;730.0;774.7;-0.1;35;0;2;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;;-18.1;;;;;;
2023;4;4;2;-7.5;729.5;774.7;-0.5;46;0;3;;;0;0;;;;;;;;;;;-17.3;;;;;;
2023;4;4;5;-8.8;729.7;775.1;0.2;52;0;1;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;;-17.0;;;;;;
2023;4;4;8;-8.0;729.8;775.1;0.1;50;0;1;;;0;0;;;-9.6;;0.0;0.0;0.0;0.0;;50.0;-16.7;0.0;12.0;;;0.0;Менее 0.5
2023;4;4;11;1.8;729.0;772.4;-0.8;25;0;1;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;50.0;-16.1;;;;;;
2023;4;4;14;6.8;726.6;769.1;-2.4;23;0;2;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;50.0;-13.1;;;;;;
2023;4;4;17;7.5;724.6;766.9;-2.0;22;0;1;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;50.0;-12.9;;;;;;
2023;4;4;20;4.7;724.0;766.7;-0.6;27;0;1;;;0;0;;;;8.5;0.0;0.0;0.0;0.0;0.0;50.0;-12.9;0.0;12.0;;;;
2023;4;4;23;-0.2;723.7;767.2;-0.3;49;0;0;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;;-9.7;;;;;;
2023;4;5;2;-2.4;723.1;766.9;-0.6;66;0;1;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;;-8.0;;;;;;
2023;4;5;5;-2.9;722.7;766.5;-0.4;68;0;0;;;0;0;;;;;0.0;0.0;0.0;0.0;0.0;;-8.0;;;;;;
2023;4;5;8;-1.0;723.7;767.3;1.0;67;0;1;;;0;0;;;-3.0;;0.0;0.0;0.0;0.0;0.0;20.0;-6.5;0.0;12.0;;;0.0;Менее 0.5
2023;4;5;11;-1.1;726.9;770.7;3.2;69;0;4;;14.0;0;0;0.0;0.0;;;0.0;0.0;0.0;;;10.0;-6.1;;;;;;
2023;4;5;14;0.6;728.3;771.9;1.4;45;0;5;10.0;;0;0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;50.0;-10.2;;;;;;
